J560Y7_A530D3_L352G7 T263L11
J320S6_O100F2_W000E2 A600E3
J230T4_H200S3_B200E7 H200S3
J400Y4_S120E5_P614N10 T254Y10
J430T4_O100F2_U252G5 C300E4
J250N4_W400Y5_N100W3 B000Y2
J250N4_W400Y5_N100W3 S543Y14
J250N4_W400Y5_R160R5 N200J2
J250N4_W400Y5_I320S3 A143S10
J250N4_W400Y5_I200S2 N300T3
J000E3_J530E8_D130D5 R200H4
J530E8_D130D5_R200H4 T530T7
J500I4_S250N7_R520Y6 B624I8
J200Y5_T200S4_I250N4 M520S5
J510P4_I500N2_A512E8 Y000U3
J510P4_I530O4_C213R7 F623T5
J230T4_A130T5_B300T3 A200S2
J230T4_A130T5_B300T3 T200E3
J230T4_A500Y3_L140L5 O100F2
J230T4_A500N2_A530D3 Y000U3
J230T4_A500N2_A530D3 T200E3
J230T4_A130T5_P452G7 A653D6
J230T4_M362X6_A530D3 T200E3
J230T4_S000O2_I200S2 I530D6
J230T4_U530T4_V236S7 I500N2
J230T4_S132G9_T000O2 T200E3
J230T4_W630E5_T200S4 A200S2
J230T4_A000A1_K300T3 I500N2
J230T4_Q535M7_P200S7 I500N2
J230T4_F600R3_P300T3 S500E4
J230T4_E242S6_A530D3 W620K4
J230T4_H100E4_E520H6 E562Y6
J230T4_H100E4_E520H6 T000O2
J230T4_H100E4_E520H6 D300A4
J230T4_G520G5_O500N2 I300T2
J230T4_E235S9_R435G8 T200E3
J230T4_A200S2_H100W3 A130T5
J230T4_T230T4_F600R3 T200E3
J100A4_P626G11_W200H5 Y000U3
J100A4_Y000U3_S363T5 W320H4
J100A4_I500N2_A000A1 F400E4
J100A4_C514R8_J120C5 I500N2
J120C5_I500N2_Y600R4 B000E2
J100A4_I324F6_T200E3 C623T7
J100A4_C300E4_F600R3 T200E3
J230T4_W230T4_A530D3 R300D4
J230T4_E252E10_E235S9 W320H4
J230T4_S435N8_T000O2 T200E3
J230T4_I256E6_T230T4 T200Y4
J230T4_I256E6_T230T4 T200E3
J230T4_T260E5_T000O2 N654E9
J230T4_D153T9_O500N2 A200S2
J230T4_T200E3_D256Y10 O100F2
J230T4_T200E3_P614Y11 T230T4
J230T4_T100O3_E423S9 M152G6
J230T4_A130T5_I512E10 T000O2
J230T4_T340L5_E562Y6 O100F2
J230T4_C523S9_T200E3 W100E4
J230T4_P320S4_T200E3 T100O3
J230T4_T200E3_P632T7 O100F2
J230T4_L200E4_E213T6 I300T2
J230T4_L200E4_E213T6 H200S3
J230T4_B520G5_T200E3 P632T7
J230T4_B520G5_T200E3 T100O3
J230T4_L200K4_I300T2 A530D3
J230T4_B000Y2_A352G6 T200E3
J230T4_P452G6_O500N2 E423S9
J230T4_F530D4_E230T5 S435S9
J510O5_T200E3_C125S12 O100F2
J510O5_E235N8_I500N2 T200E3
J510O5_E235N8_G120S5 E230E6
J510O5_G152G6_T200E3 E235N8
J230T4_A000A1_S000O2 Y000U3
J230T4_A000A1_S000O2 H000E2
J230T4_T200E3_H543N11 O100F2
J230T4_O500E3_T650M4 Y000U3
J000J1_C430D6_T200E3 I200S2
J230T4_A530D3_S123G12 T200S4
J500N4_D416D8_O100F2 T200E3
J400E5_P600R3_T614G9 E562Y6
J250N4_A536A6_A536A6 S250N5
J500N4_S315N6_F652Z5 K420S5
J250N4_V525T7_F652S8 F362O8
J230T4_I300T2_H200S3 T200E3
J230T4_S500E4_N640L6 S362E9
J231Y7_T200E3_V100W4 T230T4
J520G7_O100F2_O326R5 C253S10
J231D9_S520E5_P242L13 S320S6
J230T4_R400L4_T340Y7 I300T2
J250N4_M260E10_E316D6 S250M3
J654L7_O100F2_T263L11 P200S7
J654L7_O100F2_T263L11 A000A1
J654L7_O100F2_M325L12 P200S7
J654L7_O100F2_C525S13 S320S7
J654L7_O100F2_C525S13 I500N2
J654L7_O100F2_C525S13 E214N11
J523N8_I200S2_K515N5 T000O2
J523N8_H200S3_A436D7 F523N8
J230T4_S125Y12_T000O2 J510P4
J230T4_A200S2_T265C13 A545G9
J000J1_W000W1_D500E5 W200H5
J520S5_N350N6_O100F2 T200E3
J230D5_O100F2_T200E3 T262S6
J212S6_B000B1_H531K8 O100F2
J654L7_O100F2_P212Y16 B450U6
J000J1_E123T6_O100F2 G613H6
J654L7_O100F2_E263C10 M261Y12
J250N6_P000P1_Q535M7 S253S10
J654L7_O100F2_C452L8 L163Y10
J654L7_O100F2_C452L8 T200E3
J654L7_O100F2_D250E7 A350M4
J654L7_O100F2_A000A1 D621A10
J400Y4_F623L7_A530D3 C232C7
J654L7_T200E3_C520S9 B650N5
J530T5_W200K4_M265T11 O500N2
J250N4_W400Y5_B200K4 F650M4
J654L7_O100F2_B424L10 P240L5
J654L7_O100F2_B424L10 T615A7
J654L7_O100F2_C516E11 P200E7
J654L7_O100F2_C516E11 M600R2
J654L7_O100F2_C516E11 J160Y7
J000J1_T200E3_Y000U3 T252K5
J230T4_A530D3_W000E2 C500E4
J231S9_W632S5_A600E3 S200H4
J250N5_B615N5_G320S4 I300T2
J635N6_C610E5_T230T4 U524Y8
J230T4_D165T9_N520S5 F600R3
J635N6_T260R5_C240L6 N200S4
J635N6_T200E3_C500N3 B000E2
J523S9_A520G5_D536S9 O100F2
J500N3_S520E5_O100F2 T200E3
J230T4_E143Y12_T620S6 F600R3
J215N7_K500M3_C623Y9 O126S8
J530D6_T232R8_H430D4 T230T4
J230T4_L200E4_B424L10 S120S7
J230T4_F430T4_B000Y2 T200E3
J231D9_T000O2_T200E4 T200E3
J231D9_T000O2_T200E4 F600R3
J654L7_O100F2_M325E8 T200E3
J500N4_U516Y10_O100F2 M512S7
J230T4_B500N4_N300T3 B000Y2
J230T4_T200E3_P230T4 M153S9
J230T4_N300T3_W320H4 T200E3
J230T4_A212S7_O100F2 A542S8
J230T4_A212S7_O100F2 T200E3
J230T4_P612S8_M530T6 O100F2
J230T4_I514S8_C252S7 I500N2
J231N13_O100F2_P242L13 A530D3
J520S5_S230D9_T230T4 I500N2
J520S5_A530D3_S232Z6 T260E5
J520S5_A530D3_S232Z6 S230T7
J325T8_I200S2_A234Y8 A000A1
J250N4_K120A5_F600R3 A432H8
J230T4_D425S9_A530D3 H425S14
J231N13_T230T4_W000E2 C523R8
J231N13_P623S10_A600E3 A530D3
J325S10_I500N2_P353S8 W320H4
J000J1_E210P3_A530D3 T200E3
J654L7_O100F2_V500N3 A530D3
J620E5_L200S4_B620S6 P612E10
J563D9_A530D3_I500N2 W200H5
J654L7_O100F2_C536L7 O100F2
J525N6_C250N6_O126R8 I500N2
J230T4_B000Y2_O126G9 A200S2
J500N4_E300T2_L000E3 E300T2
J212H6_I100F2_T200E3 E536E6
J212H6_T200E3_W100E4 F523N8
J212H6_A000A1_Q535M7 U516E8
J000J1_A000A1_V300O5 O500N2
J325T8_O100F2_O625L14 U536G13
J000J1_E210P3_F623T6 M600R3
J250Y6_P353D8_T625N6 Y400L4
J000Y3_W320S7_B632S5 C252G7
J200S4_M000Y3_K510W4 T230T4
J200S4_M535D9_E646R7 W600E4
J000Y3_W323D7_T250M4 C252G7
J654L7_O100F2_P242L13 C500N3
J250N4_R162E7_R140Y6 O100F2
J520S5_T200E3_I300A4 T230T4
J520S5_H300D3_W635N7 T230T4
J654L7_O100F2_E216L12 P242Y10
J654L7_O100F2_E216L12 A530D3
J654L7_O100F2_E216L12 C243D5
J654L7_O100F2_E216L12 E300T2
J654L7_O100F2_C656R6 B650N9
J654L7_O100F2_N626Y12 A530D3
J654L7_O100F2_M534L6 T500E4
J163E10_T200E3_B412S7 A130T5
J525N8_C326Y8_P625T7 S123E10
J654L7_O100F2_M560Y6 A530D3
J654L7_O100F2_A143D7 S240L6
J654L7_O100F2_A143D7 E216G12
J250N4_W400Y5_M534L6 T500E4
J230T4_C451O7_B631T9 C516Y15
J230T4_A200S2_H500N5 E123C8
J516R8_A450N4_K326E9 D165S11
J654L7_O100F2_N625E12 T200E3
J160Y7_D000E2_S415O7 N240A6
J250N4_H125L11_T200E6 T652S11
J654L7_O100F2_T516L8 D165S11
J654L7_O100F2_P625Y11 A530D3
J654L7_O100F2_R361D9 F650M4
J654L7_O100F2_W250N4 C623Y9
J250N4_W400Y5_P625Y11 A530D3
J654L7_O100F2_F362S7 A000A1
J654L7_O100F2_E252C8 T200E3
J654L7_O100F2_R200K4 T200E3
J654L7_O100F2_S200X3 C543E10
J230T4_W643D5_E615N8 J654L7
J654L7_O100F2_D212L13 A530D3
J654L7_O100F2_Q535M7 M431E8
J212H6_I200S2_N000O2 T200E3
J230T4_F300T4_A530D3 S520E5
J650Y7_A300T2_A200E3 I500N2
J652S8_A300T2_N600R4 L230T5
J230T4_O500N2_A246N12 A530D3
J650Y7_T200S5_P420E5 A300T2
J650Y7_X000X1_W262S7 G000A4
J000E3_H140E6_A530D3 R263D7
J230T4_S354Y8_S413D6 L200E4
J230T4_B625N6_I500N2 H410F4
J230T4_C252G8_E163G10 O300T3
J230T4_M532S7_B160E6 T200E5
J230T4_M532S7_B160E6 T200E3
J230T4_M532S7_B160E6 T261Y7
J250N4_T200E3_P230T4 I200S2
J230T4_B300T3_I526D8 I530O4
J230T4_A263G9_T000O2 T200E3
J212H6_V500N3_N650N8 C525S13
J500N4_E300T2_I100F2 T500E4
J500N4_E300T2_F652S7 M000Y3
J500N4_E300T2_F652S7 I300T2
J500N4_E300T2_F652S7 D620C5
J500N4_E300T2_F652S7 F600R3
J654S8_B315N7_A530D3 T200Y4
J230T4_I200S2_B352G7 A162S8
J230T4_A200S2_T614G9 I500N2
J650Y7_I500N2_A000A1 L500E4
J650Y7_I500N2_A000A1 C624E6
J650Y7_A262S6_T500E4 M000Y3
J650Y7_A262S6_T500E4 W400L4
J652G10_A452G5_S200H4 A000A1
J230T4_A000A1_S120C4 O100F2
J200S5_W200S3_N430D6 T000O2
J652S8_A300T2_S130D5 O100F2
J652G10_F650M4_T200E3 P230T4
J652G10_F650M4_T200E3 F360E6
J230T4_T230T7_T260E5 I200S2
J230T4_L130T4_P625A7 A600E3
J500N4_E300T2_S560R6 I300T2
J500N4_E300T2_P450O6 L000E3
J523S9_T000O2_T200E3 D536S9
J212H6_D200A4_V000U2 H200S3
J653D9_I530O4_T200E3 P230T4
J653D9_I530O4_A000A1 P625N6
J653D9_H600E4_F650M4 T200E3
J650Y7_A300T2_F236R6 T250N4
J652S8_F236R6_I530O4 T200E3
J250N4_W246R7_P612D8 T230T4
J250N4_W246R7_P612D8 W230T4
J653D9_A300T2_S164L12 S132S6
J653D9_A300T2_F236R6 T250N4
J200S5_A130T5_T200E5 U200O3
J230T4_L230T4_T620K5 O100F2
J230T4_V152G7_I000I1 F430D7
J534Y7_B000Y2_T200E3 D524L9
J231D10_A530D3_T500E4 C500N3
J231D10_W320H4_T200E3 P230T4
J520G4_I300T2_I200S2 D000E3
J230T4_A200S2_S251T11 A200S2
J231D10_A530D3_M200E4 N000O2
J230T4_A200S2_I526D9 V423Y8
J231D10_A530D3_E160Y5 P614E8
J231N13_O100F2_M431E8 I500N2
J230T4_O500E3_P614E8 I500N2
J231D10_A530D3_E230T5 S543Y14
J500E4_O100F2_A236A7 W200S3
J500E4_H000E2_A530D3 H200S3
J500E4_B210P6_J212H6 L500I5
J212H6_L500I5_P616D8 F600R3
J212H6_L500I5_U123T5 A530D3
J500E4_T200E3_D650M5 L360R6
J212H6_L500I5_W200S3 C515D9
J500E4_T200E3_B210P6 H430D4
J500E4_A300T2_A200S2 T200E3
J000Y3_O100F2_T230T4 A530D3
J230T4_T250N4_A500N2 E436Y7
J212H6_A000A1_B314L9 Y520G5
J200E4_F650M4_H600R3 J100B3
J100B3_I500N2_S530A5 C620Z4
J200E4_A530D3_S530A5 T500A5
J230T4_A200S2_S525E8 H300D3
J230T4_M532S7_O600R2 S253S7
J432S5_F650M4_H600R3 K326E9
J231D10_A530D3_E216D11 A200S2
J230T4_S253S7_O600R2 M532S7
J230T4_M532S7_I530O4 T200E3
J230T4_B253D6_T250N4 L520G7
J400Y4_A500N2_E632E10 O100F2
J212H6_D653D7_O100F2 A000A1
J250N4_A530D3_P240L8 R100W6
J654L7_E300T2_T200E3 E123T6
J654L7_O100F2_P632S9 O100F2
J654L7_A530D3_I500N2 S123E9
J320S4_F650M4_A263G9 B420K5
J210P4_T260E5_R320S5 T000O2
J520G4_A530D3_F632R7 S300D7
J520G4_R163D8_T000O2 T200S4
J520G4_R163D8_T000O2 T200E5
J212H6_L523D6_T200S4 O243G11
J230T4_A000A1_T263L11 C523T9
J230T4_T100O3_T260R5 I534S8
J230T4_I342D9_B300T3 F652Y7
J230T4_O100F2_G000G1 A450E5
J250N4_R260R5_A530D3 B620E5
J250N4_L240E6_A530D3 D500N3
J212H6_Q535M7_M252S9 T200E3
J230T4_O500E3_P230T4 A520G5
J650Y7_A262S6_T200S4 S265G9
J650Y7_B216S9_I500N2 A530D3
J652G10_I530O4_T200E3 I200S2
J652G10_I530O4_T200E3 B300T3
J234G8_O100F2_O500E3 Q530A6
J652S8_T262H7_T200E3 Q535M7
J234E6_A530D3_A123T6 A400L3
J230T4_T230T4_E153T5 B300T3
J230T4_M532S7_P652E9 O100F2
J654L7_W260E5_T200E3 O625L8
J212H6_A535E7_L126R9 A530D3
J653D9_T000O2_I300T2 A530D3
J654L7_O100F2_I536N12 T000O2
J250N4_W246R7_W200O3 S100W3
J212H6_T265E6_F432S6 A600E3
J652G10_A300T2_S164L12 S132S6
J230T4_B300T3_L230T5 I200S2
J212H6_E300T2_H200S3 S141D9
J212H6_A500N2_O123T6 I200S2
J230T4_B300T3_E536E6 S362S5
J520S5_E300T2_R150I7 W246R7
J560Y7_A530D3_R230D7 A000A1
J100E5_L516T9_B000E2 I300T2
J650Y7_F650M4_O500E3 L235N8
J654S8_A130T5_T260R5 N360E6
J100E5_L516T9_Q535M7 H420S5
J230T4_T200E3_F430D6 L620S6
J100E5_R362Z9_E300T2 E236R8
J100E5_R362Z9_E300T2 A000A1
J100E5_I500N2_A000A1 S620S6
J100E5_L516T8_I200S2 N300T3
J230T4_A000A1_U214L6 C424G11
J120H6_B265D10_O600R2 W600E4
J500N4_T200E3_M523N9 B300T3
J230T4_O500E3_Y600R4 A136R5
J515G7_B315N7_T250M4 I500N2
J230T4_A525G7_A530D3 T200S4
J510P4_U536G11_Q535M7 I300T2
J400Y5_T000O2_H410P4 D230E6
J400Y5_R253D11_M200C5 A230E5
J230T4_M520S5_A500N2 A530T6
J520S5_B530D4_M100E5 O100F2
J520S5_H300D3_S520E5 S215N5
J230T4_J420S6_P600R3 C516E7
J420S6_P600R3_C516E7 T200S4
J250N6_B456R6_N323D7 S532G9
J252S8_R316G7_W200S3 P640Y6
J420S5_J525N7_N300D5 A500N2
J525N7_N300D5_A500N2 U521D10
J515G7_D150N4_G100E4 O100F3
J250N6_P160R5_O500N2 T200E3
J513D6_B315N7_C430D6 T250M4
J512S5_I500N2_A530D3 D262D11
J520S5_C462K5_I500N2 H200S3
J520S5_C462K5_I500N2 M214L7
J230T4_A200S2_E646R7 P232S10
J230T4_B000E2_T000O2 S000E3
J230T4_T200E3_B216R8 O100F2
J230T4_B000E2_E260R6 T000O2
J230T4_B000E2_E260R6 W320H4
J520G4_F654E9_H200S3 P400I5
J450N6_S215R9_A530D3 H000E2
J450N6_A530D3_T520A8 B430D5
J230T4_W230T4_S200H4 A000A1
J515G7_U100P2_T000O2 A000A1
J520S5_C462K5_T200E3 U536G10
J230T4_A200S2_D300D3 M362X6
J230T4_A136R5_W643D5 W600R3
J450N6_S215R9_I500N2 T200E3
J512S5_B300T3_T260E5 A600E3
J513D6_T262H7_T200E3 W400L4
J513D6_T262H7_T200E3 H000E2
J212N9_D150N4_T200E3 E235E9
J212N9_D150N4_T200E3 M500N4
J250N6_W620K4_O500N2 T200E3
J231N13_F600R3_M252G6 T230T4
J250N4_B400L4_C430D6 B260R4
J100B3_A530D3_W623D6 F600R3
J300U5_W200H5_S362D8 T200E3
J100B3_I514D8_P632E8 B300T3
J250N4_P612Y10_R263D7 P230D3
J510P4_O100F3_B300T3 I320S3
J250N4_W240E5_O500N2 A000A1
J250N4_A530D3_R263D7 H430T4
J230T4_I500N2_O500E3 O100F2
J230T4_I500N2_O500E3 L230T4
J230T4_I500N2_O500E3 Y000U3
J230T4_C535N8_A463Y7 S420S5
J520S5_B420H5_C521D9 I500N2
J420S6_L451D10_P353S7 C230D6
J120S4_L200E4_T200S4 A600E3
J230T4_D262S7_A100E5 A124E8
J250N4_B635N7_A530D3 W436R6
J530D6_H200S6_C616N11 I500N2
J212N9_I500N2_I500N2 A163T5
J212N9_H200S3_S153T5 H200S3
J212N9_W630E5_A000A1 P160R5
J530D6_A000A1_H531L7 O100F2
J212N9_W200S3_O540Y4 W250N4
J212N9_H200S3_N300T3 C536D11
J212N9_D216S9_T200E3 L352G7
J212N9_A530D3_S232S6 Q535M7
J530D6_B000Y2_U252G5 L200S4
J230T4_S200X3_Y620S5 A136R5
J250N4_W450M7_A530D3 W436R6
J230T4_T260E5_Y620S5 A136R5
J300T3_J212N9_M500N4 C521T7
J212N9_M500N4_C521T7 I500N2
J212N9_D123D7_A000A1 R562E10
J212N9_I300T2_C523S8 O100F2
J212N9_J230T4_A200S2 A000A1
J212N9_P632D9_T230T4 C160R6
J212N9_T200E3_J523N8 W430D5
J523N8_W430D5_P613E7 E236Y9
J523N8_E514D7_A000A1 N516R6
J212N9_H524F7_W200S3 O540Y4
J212N9_J523S9_H100E4 F530D5
J523S9_H100E4_F530D5 T260R5
J212N9_J523N8_W320H4 T200E3
J212N9_J523S9_T000O2 D323T6
J523S9_T000O2_D323T6 T500Y4
J212N9_J523N8_I200S2 E236Y9
J523N8_I200S2_E236Y9 D214G10
J212N9_A000A1_D252G13 E216E10
J230T4_A200S2_E423S11 H200S3
J250N4_A450N5_A530D3 D500N3
J230T4_A200S2_S162S15 L200E4
J230T4_A000A1_J230T4 A200S2
J230T4_A000A1_J230T4 A000A1
J230T4_A200S2_Q300D3 D261S9
J252E7_O500N2_T200E3 B535M6
J100F4_Q535M7_E163G10 T230T4
J250N4_C640L4_P241P6 P632X7
J250N6_J250N4_N240I7 S143S9
J250N4_N240I7_S143S9 J250N4
J250N4_I524Y10_R524D8 B300Y4
J520S5_D130D5_I536N14 N420S5
J250N4_L230T5_P626S10 Q535M7
J420S5_J520S5_P241P7 V500N3
J520S5_P241P7_V500N3 B650N5
J523S9_C640L4_M200O6 H200E5
J300U5_H365N6_C436R8 P241P7
J420S6_R430Y7_N650N6 Q535M7
J520S5_C462K5_W432R7 E123T6
J523S9_Z500O4_E123T6 D200Y5
J252S8_E423N8_M262E10 T545G9
J450N6_D320S4_A156R5 W450M7
J523S9_E216S11_W450M7 C264S7
J200K4_P230O5_C615N6 K640L5
J520S5_D623R8_T500M3 E360R6
J200C2_N200K4_A536A6 M526R7
J360Y7_F620E5_T000O2 O600R3
J360Y7_Z252G10_T260R5 W000Y3
J500N4_B132E8_P650N6 C516D8
J420S6_C260R6_O600R2 M645N7
J235N7_G636R7_I500N2 M350N6
J235N7_G636R7_I500N2 U516E8
J360Y7_P450N6_E123T6 O100F2
J520G7_T250M4_T232R8 I500N2
J500N4_T200K4_A500N2 O120E6
J230D5_T200E3_E524H7 P230T9
J230T4_I512E10_T000O2 I300T2
J525G8_A653D6_A200S2 T200E3
J230T4_A000A1_M262C11 F650M4
J230T4_N300T3_O540Y4 C430D5
J230T4_T100O3_T230T4 P235S7
J230T4_C513S9_A600E3 T261E9
J000Y3_U534L5_T200E3 L230T4
J230T4_A200S2_S500E4 O100F2
J230T4_A200S2_S500E4 S326N8
J230T4_A200S2_I515E12 A000A1
J512S5_T200E3_A600R3 G100P3
J516R6_P530D6_I500N2 B000Y2
J516S7_I500N2_T200E3 T260E5
J510P4_O160R4_A000A1 F520E5
J360R6_I500N2_I320S3 T623Y10
J360Y7_S312S8_M350N6 O100F2
J300T3_W000E2_W430D5 N300T3
J516R6_H200S3_G500E4 B160E6
J516R6_C643D9_B000Y2 A000A1
J516R6_J515G7_T200E3 P632S9
J515G7_T200E3_P632S9 E562E6
J510P4_T200E3_T200E3 H251G10
J230T4_I320S3_C530T6 S543Y14
J230T4_A000A1_M260E7 O100F2
J230T4_T520S5_B260R6 T250N4
J230T4_A500Y3_N300E4 W320H4
J230T4_S530D5_I500N2 A000A1
J530D6_E160R4_C426R6 T200Y4
J245G8_O100F2_T200E3 E423S9
J230T4_G200S4_O500N2 O520E4
J230T4_B520G5_C515D8 B200E7
J520S5_K620K4_C500N4 I200S2
J230T4_I500N2_I300T2 I200S2
J230T4_L200E4_T260E5 I200S2
J230T4_L200E4_T260E5 A600E3
J230T4_A200S2_S530D5 W120S5
J500N4_T232R8_I200S2 A352S5
J230T4_L230D6_B300T3 W262S7
J240E6_A130T5_A300T2 D165T9
J230T4_P530D7_T200S4 I200S2
J230T4_A000A1_C620S7 T200E3
J250N4_W246R7_A530D3 R263D7
J230T4_A000A1_H200S3 F600R4
J230T4_A000A1_H200S3 W632S5
J650Y7_O500N2_Y600R4 W130D5
J520G7_T200E3_T100O3 T200E3
J230T4_L200E4_S120E5 A530D3
J231E11_F600R3_Y600R4 T150N4
J230T4_T000O2_R230T4 A530D3
J240E6_W240E5_T200E3 A352S5
J245G8_F236R6_T250N4 T200E3
J230T4_T260E5_I200S2 N000O2
J230T4_T260E5_I200S2 N325G7
J230T4_T260E5_I200S2 A000A1
J420S6_O100F2_T000O2 L130T4
J230T4_T200E3_U516E8 C535S8
J230T4_O160R4_E230T5 M532S7
J230T4_B000E2_S620S7 O100F2
J230T4_S363D7_S000Y3 T200E3
J530D6_U100P2_A252T7 A000A1
J230T4_T200E3_R243T6 O100F2
J230T4_F452G6_T262H7 S120E5
J230T4_A000A1_F430T4 H200S3
J230T4_A000A1_F430T4 P130D5
J230T4_A500N2_I425N8 C230D6
J230T4_A200S2_C536L11 F620E5
J250N4_W246R7_P300T3 T420S5
J230T4_G563E8_N100W3 G613Y7
J136R7_W600E4_N300T3 I300T2
J230T4_T420S5_H100W3 T000O2
J230T4_F650M4_M200S4 B300T3
J230T4_M500N4_A000A1 C252E6
J230T4_B320S4_O100F2 O100F2
J230T4_B623R8_A530D3 T200E3
J230T4_A200S2_M500Y4 B320S6
J230T4_A200S2_M500Y4 B200S5
J230T4_A200S2_M500Y4 W532S6
J250N4_W246R7_H200S3 D261N11
J230T4_A200S2_N610Y6 P500E4
J240E6_A130T5_R234Y10 L200E4
J230T4_A200S2_W260E5 D300D3
J360R6_E150N4_A300T2 A124E8
J360Y7_M350N6_O100F2 A000A1
J230T4_A532R7_P453T6 C624G8
J230T4_L200E4_S212S5 C520G6
J516R6_J515G7_A000A1 T545G10
J515G7_A000A1_T545G10 I200S2
J500M3_T200E3_B000Y2 H520S4
J450N6_B615N5_N100W3 M200C5
J450N6_S215R9_A562N8 N100W3
J520S5_C653T7_C252C6 B265D10
J500N4_B265D10_O100F2 B216R9
J160Y7_N400L4_H560Y5 R240L6
J400E5_A530D3_D100E4 S312N7
J000O2_P300T3_A530D3 B650N5
J400A5_A500E4_B616A7 D300E6
J500N3_M635N6_S410A6 A530D3
J230T4_T000O3_G300D4 N300T3
J230T4_T000O3_G300D4 T000O2
J650Y7_O100F2_D216Y9 R525T11
J100E5_O600R2_N160R5 B500N4
J230T4_W423D6_F650M4 R500M4
J230T4_N530Y6_T000O2 F530D4
J100B3_W320H4_A532R7 C515Y7
J230T4_K100P4_Y000A2 M200S4
J100B3_T230T4_W400L4 G100E4
J230T4_B640Y6_I000I1 C430D5
J100B3_W260E5_N500E4 I000I1
J230T4_G150N5_M000E2 S500E4
J230T4_G150N5_M000E2 M000Y2
J230T4_E513D7_T200E3 R230T4
J230T4_G564Y9_W625G7 M000Y2
J530T5_C530E9_O500N2 T200E3
J213T7_I500N2_T200S4 S235N7
J652G7_M000E2_T200E3 D214Y7
J230T4_T200S4_W200S3 G520G5
J200E4_B200E7_H000E2 I000I1
J230T4_T200E3_D625G9 S200Y3
J230T4_S343D7_A653D6 M000Y2
J230T4_W130D5_U200S2 I500N2
J230T4_S500E4_G532C7 V635N9
J230T4_H200S3_E200S4 T623D7
J230T4_S532G9_M000Y2 M326R6
J230T4_B452D7_A300T2 W000E2
J230T4_P300T3_T100O3 S212S6
J100B3_C523D9_O100F2 E526G8
J323D6_H000E2_W200S3 P614Y8
J100B3_A530D3_F535G7 M000Y2
J230T4_H300T3_M000E2 A530D3
J230T4_K100P4_B300T3 T200E3
J230T4_P000Y3_A353N9 T000O2
J230T4_A000A1_T000E3 O160R4
J230T4_A530D3_M130D5 H600R4
J230T4_W530T4_H300T3 S310F5
J230T4_T200E3_W000E2 C514D9
J510P4_W320H4_T200E3 S350N6
J230T4_L130D6_H200S3 C100E6
J510P4_A136R5_G350N6 C460R5
J230T4_L300E4_W320H5 S353S8
J230T4_C452G8_T200E3 C535S10
J230T4_B000Y2_W230T4 T200E3
J510P4_B253D6_I000I1 K510W4
J230T4_G300T3_N300T3 P452G8
J100B3_W400L4_D500E4 A530D3
J230T4_N300T3_T000O2 M535N7
J230T4_N300T3_T000O2 B000E2
J230T4_I000I1_G300T3 O100F3
J230T4_P300T3_I530O4 A625N6
J230T4_N160R5_O263D8 T000O2
J230T4_T200E3_S300T3 W250N4
J230T4_A000A1_Q636R7 M200S4
J230T4_A000A1_Q636R7 T200E3
J510P4_O160R4_T000O2 D100B4
J230T4_I525N11_A530D3 G300T3
J230T4_T230T7_F260E6 I300T2
J230T4_G610B4_A500N2 E513Y5
J230T4_A000A1_G323T6 B300T3
J520S7_A163D6_T000O2 B000E2
J230T4_T252G8_W000E2 C430D5
J230T4_T252G8_W000E2 S000Y3
J230T4_N160R5_F430T4 T200E3
J230T4_U524L7_E520H6 T000O2
J100B3_L230D6_A300T2 Y600R4
J510P4_D000O2_P140E6 W620K4
J100B3_I200S2_O150N4 A200S2
J230T4_C200E6_W130D5 O160R4
J230T4_K230D6_I000I1 G300T3
J230T4_K230D6_I000I1 H600R4
J230T4_W230T4_Y000U3 H200S3
J230T4_I300T2_S520S5 A000A1
J510P4_B300T3_I000I1 R516R8
J510P4_T623Y10_A530D3 J230T4
J230T4_C235G8_I530O4 T200E3
J230T4_L200E4_H410F4 S260E5
J230T4_S210W4_U100P2 A530D3
J230T4_T252G8_I000I1 P450N4
J100B3_Y000U3_H300E4 F600R3
J120S4_A600E3_L200E4 A530D3
J230T4_T200E3_E235S9 A600E3
J230T4_G615G8_A400L3 K532S5
J230T4_S500E4_T635G7 I000I1
J100B3_A300T2_L230T5 O500N2
J515G7_I530O4_W000E2 H300D3
J230T4_O500E3_S350N4 O100F2
J200E4_B300T3_I300T2 S362K6
J514D7_U100P2_I500N2 M000Y2
J230T4_F530D4_A000A1 U200E3
J325G11_S362K6_M000E2 S000O2
J230T4_D610P4_O300T3 T200E3
J100B3_O100F2_K152G7 A000A1
J230T4_A200S2_U515L10 A200S2
J513D6_O530O4_O600R3 R212E10
J230T4_K100P4_O500N2 A200S2
J230T4_K100P4_O500N2 G520G5
J230T4_B000E2_A200S2 M200H4
J230T4_H300D4_F600R3 T200E3
J230T4_T600Y3_A250N5 N230T4
J230T4_T600Y3_A250N5 U534L5
J230T4_S530Y5_A530D3 M000E2
J230T4_S216D8_A530D3 S000O2
J560R6_C610W4_M516S7 G564Y9
J510P4_B300T3_I300T2 S310P4
J230T4_N300T3_W630D5 T230T4
J230T4_G300T3_C100E6 T000O2
J230T4_A130T5_D500E4 F600R3
J200E5_A530D3_W200S3 J230T4
J230T4_F415G8_A500N2 O543T6
J163G12_C610W4_H000E2 P230D6
J513D6_I524G9_T200E3 M340L5
J230T4_T000O3_S535S9 Y000U3
J500N4_L230D6_A000A1 B300T3
